method                 , condition           , sample_id           , label, cosine              , clean_prediction, transformed_prediction, prediction_unchanged, clean_correct, transformed_correct
resnet50               , grey_scale          , 359                 ,     0, 0.8276978135108948  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 4045                ,     0, 0.7370378971099854  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 7128                ,     0, 0.8814159631729126  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 7260                ,     0, 0.7069762945175171  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 3151                ,     0, 0.9314425587654114  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 1463                ,     0, 0.8544749617576599  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 5068                ,     0, 0.7927364706993103  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 3759                ,     0, 0.9467943906784058  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 6500                ,     0, 0.934870183467865   ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 1548                ,     0, 0.9144077897071838  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 728                 ,     0, 0.9579797983169556  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 5711                ,     0, 0.9999998807907104  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 1977                ,     0, 0.887481689453125   ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 3285                ,     0, 0.8279575109481812  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 6429                ,     0, 0.8840550780296326  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 60                  ,     0, 0.9509594440460205  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 3397                ,     0, 0.8931050896644592  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 7430                ,     0, 0.8870123624801636  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 4982                ,     0, 0.7342977523803711  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 752                 ,     0, 0.9029425978660583  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 4151                ,     0, 0.8621444702148438  ,                0,                      0, True                , True         , True
resnet50               , grey_scale          , 5093                ,     1, 0.644493579864502   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 4709                ,     1, 0.8372938632965088  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3530                ,     1, 0.914026141166687   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6068                ,     1, 0.5582883954048157  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 2673                ,     1, 0.8284856677055359  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3161                ,     1, 0.8486565351486206  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3254                ,     1, 0.8573288321495056  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 7217                ,     1, 0.7575668692588806  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5546                ,     1, 0.6906957626342773  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6498                ,     1, 0.7414700388908386  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5425                ,     1, 0.8469747304916382  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3537                ,     1, 0.8912801146507263  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 463                 ,     1, 0.7771697640419006  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 4733                ,     1, 0.5089187622070312  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5240                ,     1, 0.8574448823928833  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3223                ,     1, 0.8268204927444458  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1740                ,     1, 0.8957549333572388  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6410                ,     1, 0.5081713199615479  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3834                ,     1, 0.7407574653625488  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1302                ,     1, 0.7453637719154358  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1218                ,     1, 0.7528365850448608  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1428                ,     1, 0.7768658995628357  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 564                 ,     1, 0.7425235509872437  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6072                ,     1, 0.6059976816177368  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 2988                ,     1, 0.836863100528717   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3556                ,     1, 0.5664591789245605  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1053                ,     1, 0.5961964726448059  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6880                ,     1, 0.9070550203323364  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5830                ,     1, 0.8707483410835266  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5394                ,     1, 0.8738319277763367  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 963                 ,     1, 0.6713281869888306  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 5122                ,     1, 0.606689989566803   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 7052                ,     1, 0.9033298492431641  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1081                ,     1, 0.6649481058120728  ,                3,                      3, True                , False        , False
resnet50               , grey_scale          , 3588                ,     1, 0.8059777617454529  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1491                ,     1, 0.892011284828186   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 4188                ,     1, 0.6976048946380615  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 1353                ,     1, 0.8808467388153076  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3388                ,     1, 0.6525619029998779  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 7066                ,     1, 0.5625756978988647  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 275                 ,     1, 0.7084206938743591  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 225                 ,     1, 0.8669587969779968  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 61                  ,     1, 0.4357105493545532  ,                1,                      3, False               , True         , False
resnet50               , grey_scale          , 5929                ,     1, 0.702778160572052   ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 3144                ,     1, 0.6899628043174744  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6982                ,     1, 0.8810927271842957  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6938                ,     1, 0.8189406394958496  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6014                ,     1, 0.8779296875        ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 4361                ,     1, 0.8533032536506653  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 6022                ,     1, 0.7573348879814148  ,                1,                      1, True                , True         , True
resnet50               , grey_scale          , 2915                ,     2, 0.9240026473999023  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2338                ,     2, 0.9640597701072693  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 7327                ,     2, 0.8967010974884033  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 4201                ,     2, 0.9151192307472229  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 1731                ,     2, 0.9177767634391785  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 7826                ,     2, 0.8230976462364197  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 4041                ,     2, 0.906234085559845   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 313                 ,     2, 0.9302690029144287  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2392                ,     2, 0.8495511412620544  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 1750                ,     2, 0.886970579624176   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6053                ,     2, 0.9128869771957397  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5463                ,     2, 0.7547621726989746  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5484                ,     2, 0.8757807612419128  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6683                ,     2, 0.9223896265029907  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2611                ,     2, 0.9030486345291138  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 1059                ,     2, 0.9027944207191467  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5177                ,     2, 0.8255411386489868  ,                9,                      9, True                , False        , False
resnet50               , grey_scale          , 6981                ,     2, 0.9189795255661011  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6347                ,     2, 0.8911857604980469  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6216                ,     2, 0.8728671073913574  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 655                 ,     2, 0.8313277363777161  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 7392                ,     2, 0.8779463768005371  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6548                ,     2, 0.885710597038269   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6271                ,     2, 0.9116125702857971  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2252                ,     2, 0.9241548180580139  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 3363                ,     2, 0.9228283166885376  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 7843                ,     2, 0.858693540096283   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6795                ,     2, 0.9026385545730591  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 4605                ,     2, 0.844304621219635   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5011                ,     2, 0.8575563430786133  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2436                ,     2, 0.9392774105072021  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 3944                ,     2, 0.9042066931724548  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 517                 ,     2, 0.9025201201438904  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2200                ,     2, 0.9291196465492249  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 3067                ,     2, 0.9294573664665222  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5004                ,     2, 0.9255878925323486  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6738                ,     2, 0.9204899072647095  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 905                 ,     2, 0.941247820854187   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 4316                ,     2, 0.9243736267089844  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 332                 ,     2, 0.833706259727478   ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2503                ,     2, 0.7483833432197571  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2748                ,     2, 0.8409254550933838  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 1179                ,     2, 0.9210782051086426  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 3641                ,     2, 0.9267580509185791  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 5663                ,     2, 0.8294553756713867  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 4440                ,     2, 0.9307376146316528  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 2909                ,     2, 0.8075813055038452  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 7711                ,     2, 0.8287251591682434  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 88                  ,     2, 0.6562501788139343  ,                9,                      9, True                , False        , False
resnet50               , grey_scale          , 5577                ,     2, 0.9220739006996155  ,                2,                      2, True                , True         , True
resnet50               , grey_scale          , 6459                ,     3, 0.8637770414352417  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 4174                ,     3, 0.7472161054611206  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6324                ,     3, 0.8117404580116272  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2785                ,     3, 0.8833168745040894  ,                3,                      5, False               , True         , False
resnet50               , grey_scale          , 4473                ,     3, 0.6140278577804565  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2480                ,     3, 0.783576488494873   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 7360                ,     3, 0.6072536706924438  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 5976                ,     3, 0.7897002696990967  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 7416                ,     3, 0.7500274181365967  ,                5,                      3, False               , False        , True
resnet50               , grey_scale          , 1563                ,     3, 0.7725975513458252  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2206                ,     3, 0.9076285362243652  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 5551                ,     3, 0.882960319519043   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 5635                ,     3, 0.8856277465820312  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6632                ,     3, 0.642993152141571   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 7891                ,     3, 0.6728843450546265  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2434                ,     3, 0.8486188054084778  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6575                ,     3, 0.7120726108551025  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 589                 ,     3, 0.8374086618423462  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 897                 ,     3, 0.778976321220398   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 874                 ,     3, 0.7479104995727539  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1622                ,     3, 0.6414278745651245  ,                3,                      4, False               , True         , False
resnet50               , grey_scale          , 249                 ,     3, 0.7675845623016357  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2360                ,     3, 0.7967789173126221  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1343                ,     3, 0.7509534358978271  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 4720                ,     3, 0.8236873149871826  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6385                ,     3, 0.8825204372406006  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1241                ,     3, 0.7959021329879761  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 495                 ,     3, 0.7209618091583252  ,                3,                      4, False               , True         , False
resnet50               , grey_scale          , 1531                ,     3, 0.7170679569244385  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2454                ,     3, 0.8133113980293274  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6641                ,     3, 0.7546290755271912  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 3681                ,     3, 0.877109944820404   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 185                 ,     3, 0.7848864793777466  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 7421                ,     3, 0.8364416360855103  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6826                ,     3, 0.7548321485519409  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2222                ,     3, 0.6971417665481567  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1968                ,     3, 0.8282924294471741  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 3202                ,     3, 0.7182818651199341  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 5522                ,     3, 0.8529357314109802  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1946                ,     3, 0.8504670858383179  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6094                ,     3, 0.7601118087768555  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 6647                ,     3, 0.753082275390625   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 1187                ,     3, 0.689943790435791   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 3375                ,     3, 0.7896601557731628  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 4184                ,     3, 0.8974710702896118  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 4858                ,     3, 0.783884584903717   ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 2225                ,     3, 0.6005869507789612  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 5294                ,     3, 0.8150882124900818  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 7527                ,     3, 0.8134468197822571  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 4856                ,     3, 0.7045601010322571  ,                3,                      3, True                , True         , True
resnet50               , grey_scale          , 321                 ,     4, 0.6904445886611938  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 4155                ,     4, 0.8638446927070618  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3928                ,     4, 0.7256019115447998  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7910                ,     4, 0.8211007118225098  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1669                ,     4, 0.832720160484314   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 2021                ,     4, 0.5854308605194092  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3861                ,     4, 0.5930353403091431  ,                3,                      3, True                , False        , False
resnet50               , grey_scale          , 3339                ,     4, 0.8245726823806763  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7728                ,     4, 0.7098494172096252  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 5181                ,     4, 0.6215541362762451  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 6913                ,     4, 0.6627713441848755  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 4089                ,     4, 0.6735607981681824  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1550                ,     4, 0.7036365270614624  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3890                ,     4, 0.7479414939880371  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 5467                ,     4, 0.705216109752655   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7661                ,     4, 0.6988261938095093  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1694                ,     4, 0.738761305809021   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 2064                ,     4, 0.6580890417098999  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 490                 ,     4, 0.8155477046966553  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 6123                ,     4, 0.7859765291213989  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 5888                ,     4, 0.8052821159362793  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 6441                ,     4, 0.8572876453399658  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7054                ,     4, 0.6599093079566956  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 2125                ,     4, 0.6689871549606323  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1592                ,     4, 0.782667338848114   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7154                ,     4, 0.7641196250915527  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1223                ,     4, 0.7094296216964722  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 4384                ,     4, 0.8685781359672546  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3069                ,     4, 0.8425188660621643  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 4262                ,     4, 0.7413932681083679  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 2653                ,     4, 0.739413857460022   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1209                ,     4, 0.7628340125083923  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 5765                ,     4, 0.7559530138969421  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3078                ,     4, 0.9760822653770447  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 2862                ,     4, 0.6598541140556335  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 5708                ,     4, 0.818629264831543   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 4616                ,     4, 0.7777128219604492  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 3444                ,     4, 0.7412475943565369  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 650                 ,     4, 0.638580858707428   ,                5,                      5, True                , False        , False
resnet50               , grey_scale          , 1050                ,     4, 0.675645112991333   ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7387                ,     4, 0.8507336974143982  ,                4,                      6, False               , True         , False
resnet50               , grey_scale          , 3012                ,     4, 0.6345122456550598  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 51                  ,     4, 0.7693001627922058  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 6587                ,     4, 0.8125714063644409  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 6122                ,     4, 0.8223150968551636  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 1011                ,     4, 0.8454355001449585  ,                4,                      4, True                , True         , True
resnet50               , grey_scale          , 7574                ,     4, 0.7958195805549622  ,                4,                      4, True                , True         , True
